,experiment,human_role,map,game_time,is_time_success,user_num_of_uter,user_mean_uter,user_total_uter,user_num_of_en,user_num_of_es,user_num_of_mix,user_num_of_inter_cs,% entrainment - all dialog,% entrainment - on bot inter-sentential cs,bot_num_of_uter,bot_mean_uter,bot_total_uter,bot_num_of_en,bot_num_of_es,bot_num_of_mix,bot_num_of_inter_cs,How much did you enjoy the task?,How successful do you think you were at completing the task?,dist_score
547,Align Last User CS,instructor,0,420,0,9,17.0,153,9,0,0,0,1.0,0,16,9.375,150,15,0,1,0,99,100,
548,Align Last User CS,navigator,1,420,0,12,5.25,63,12,0,0,0,1.0,0,24,13.5,324,22,0,2,0,49,51,0.9855072463768116
549,Align Last User CS,instructor,2,197,1,4,21.75,87,4,0,0,0,1.0,0,7,16.0,112,6,0,1,0,76,87,0.9855072463768116
550,Align Last User CS,navigator,3,371,1,11,4.181818181818182,46,10,0,0,0,0.9090909090909091,0.5,23,14.217391304347826,327,20,2,1,2,76,76,1.2666666666666666
551,Alternation #1,instructor,0,278,1,3,60.333333333333336,181,3,0,0,0,1.0,0,4,93.25,373,4,0,0,0,0,0,
552,Alternation #1,navigator,1,420,0,7,5.857142857142857,41,7,0,0,0,1.0,0,8,24.875,199,8,0,0,0,83,90,1.173913043478261
553,Alternation #1,instructor,2,359,1,8,7.25,58,8,0,0,0,1.0,0,9,24.11111111111111,217,9,0,0,0,100,95,1.173913043478261
554,Alternation #1,navigator,3,420,0,11,3.1818181818181817,35,11,0,0,0,1.0,0,12,26.666666666666668,320,12,0,0,0,90,100,2.1466666666666665
555,Short-context CS,instructor,0,230,1,1,78.0,78,1,0,0,0,1.0,0,3,33.333333333333336,100,1,1,1,1,100,99,
556,Short-context CS,navigator,1,352,1,12,1.25,15,8,4,0,5,0.8333333333333334,0.75,18,13.833333333333334,249,11,5,2,9,97,99,1.144927536231884
557,Short-context CS,instructor,2,420,0,6,11.5,69,4,0,2,0,1.0,0,1,6.0,6,0,0,1,0,70,5,1.144927536231884
558,Short-context CS,navigator,3,419,1,12,1.8333333333333333,22,9,3,0,5,0.6666666666666666,0.6363636363636364,23,13.043478260869565,300,15,6,2,11,97,97,1.2
559,Align Last User CS,instructor,0,313,1,11,4.0,44,11,0,0,0,1.0,0,21,10.095238095238095,212,20,0,1,0,22,79,
560,Align Last User CS,navigator,1,420,0,13,1.0,13,11,2,0,3,0.8461538461538461,0.6666666666666666,25,11.96,299,21,2,2,3,14,29,0.9855072463768116
561,Align Last User CS,instructor,2,127,1,8,5.875,47,8,0,0,0,1.0,0,16,6.3125,101,14,0,1,0,76,50,0.9855072463768116
562,Align Last User CS,navigator,3,248,1,10,1.0,10,9,1,0,1,0.9,1.0,19,14.578947368421053,277,16,3,0,1,71,94,1.44
563,Baseline,instructor,0,362,1,6,6.333333333333333,38,5,1,0,1,1.0,1.0,12,8.416666666666666,101,10,1,0,1,100,33,
564,Baseline,navigator,1,420,0,13,3.0,39,13,0,0,0,1.0,0,21,13.19047619047619,277,20,0,1,0,100,88,0.9855072463768116
565,Baseline,instructor,2,189,1,5,5.0,25,5,0,0,0,1.0,0,10,8.7,87,7,0,2,0,100,100,0.9855072463768116
566,Baseline,navigator,3,420,0,11,2.3636363636363638,26,11,0,0,0,0.9090909090909091,1.0,21,13.761904761904763,289,20,1,0,1,100,100,0.9866666666666667
567,Baseline,instructor,0,270,1,15,4.666666666666667,70,15,0,0,0,1.0,0,25,10.2,255,23,0,2,0,100,100,
568,Baseline,navigator,1,420,0,9,4.666666666666667,42,9,0,0,0,1.0,0,17,13.941176470588236,237,16,0,1,0,48,50,0.9855072463768116
569,Baseline,instructor,2,88,1,7,2.142857142857143,15,7,0,0,0,1.0,0,14,8.428571428571429,118,13,0,1,0,100,100,0.9855072463768116
570,Baseline,navigator,3,334,1,10,3.7,37,10,0,0,0,1.0,0,19,13.421052631578947,255,17,0,2,0,100,100,1.4533333333333334
571,Alternation #5,instructor,0,275,1,8,6.625,53,8,0,0,0,1.0,0,14,7.214285714285714,101,13,0,1,0,74,79,
572,Alternation #5,navigator,1,420,0,12,5.083333333333333,61,12,0,0,0,1.0,0,22,12.318181818181818,271,21,0,1,0,19,25,0.9855072463768116
573,Alternation #5,instructor,2,338,1,10,6.6,66,10,0,0,0,0.9,1.0,13,5.846153846153846,76,11,1,0,1,59,75,0.9855072463768116
574,Alternation #5,navigator,3,166,1,5,3.8,19,4,0,0,0,1.0,0,10,13.0,130,7,0,3,0,78,83,1.1733333333333333
575,Random CS,instructor,0,169,1,4,12.25,49,3,1,0,1,1.0,2.0,9,10.88888888888889,98,6,3,0,2,100,100,
576,Random CS,navigator,1,311,1,11,2.1818181818181817,24,5,4,2,3,0.8181818181818182,0.0,16,14.875,238,3,9,4,1,79,90,2.1159420289855073
577,Random CS,instructor,2,58,1,3,7.333333333333333,22,2,0,1,0,1.0,0,7,9.428571428571429,66,3,2,2,0,80,92,2.1159420289855073
578,Random CS,navigator,3,253,1,10,1.8,18,7,2,1,1,0.8,0.5,21,13.142857142857142,276,11,7,3,4,77,89,1.5733333333333333
579,Baseline,instructor,0,319,1,9,7.444444444444445,67,0,6,3,0,1.0,0,18,7.555555555555555,136,0,14,4,0,100,100,
580,Baseline,navigator,1,273,1,9,4.888888888888889,44,8,1,0,1,1.0,0,17,16.823529411764707,286,15,0,2,0,100,79,0.7681159420289855
581,Baseline,instructor,2,227,1,6,11.833333333333334,71,0,3,3,0,1.0,0,11,6.7272727272727275,74,0,11,0,0,100,100,0.7681159420289855
582,Baseline,navigator,3,347,1,11,5.2727272727272725,58,10,0,1,0,1.0,0,20,12.75,255,19,0,1,0,65,67,1.0933333333333333
583,GPT navigator #2,instructor,0,360,1,15,7.333333333333333,110,15,0,0,0,1.0,0,16,15.875,254,16,0,0,0,76,96,
584,GPT navigator #2,instructor,1,420,0,14,5.357142857142857,75,14,0,0,0,1.0,0,15,21.733333333333334,326,15,0,0,0,98,50,
585,GPT navigator #2,instructor,2,420,0,13,6.384615384615385,83,12,1,0,1,0.9230769230769231,0,13,21.0,273,13,0,0,0,100,76,
586,Random CS,instructor,0,327,1,9,12.555555555555555,113,4,4,1,2,1.0,1.0,18,7.444444444444445,134,10,6,2,3,100,100,
587,Random CS,navigator,1,420,0,15,3.3333333333333335,50,7,8,0,9,1.0,1.0,24,12.5,300,9,9,6,6,100,100,0.9855072463768116
588,Random CS,instructor,2,270,1,5,16.4,82,1,4,0,1,0.8,0.0,11,9.363636363636363,103,4,6,1,2,100,100,0.9855072463768116
589,Random CS,navigator,3,420,0,9,6.111111111111111,55,2,5,2,0,0.7777777777777778,0.5,18,13.0,234,6,9,3,6,100,100,0.9866666666666667
590,Random CS,instructor,0,369,1,7,16.714285714285715,117,3,3,1,2,1.0,1.0,14,8.714285714285714,122,8,5,1,3,100,100,
591,Random CS,navigator,1,379,1,12,4.666666666666667,56,9,2,1,2,0.75,0.5,22,12.272727272727273,270,10,11,1,4,84,83,0.855072463768116
592,Random CS,instructor,2,293,1,7,13.571428571428571,95,3,2,2,1,0.7142857142857143,0.5,14,7.785714285714286,109,3,10,1,2,86,88,0.855072463768116
593,Random CS,navigator,3,384,1,12,3.3333333333333335,40,7,4,1,6,0.8333333333333334,0.875,24,13.333333333333334,320,9,12,3,8,80,60,1.0933333333333333
594,Align Last User CS,instructor,0,153,1,5,8.0,40,5,0,0,0,1.0,0,9,7.333333333333333,66,8,0,1,0,60,97,
595,Align Last User CS,navigator,1,360,1,9,6.222222222222222,56,9,0,0,0,1.0,0,15,15.0,225,14,0,1,0,42,57,0.8840579710144928
596,Align Last User CS,instructor,2,323,1,6,14.0,84,6,0,0,0,0.8333333333333334,1.0,12,8.333333333333334,100,11,1,0,1,41,72,0.8840579710144928
597,Align Last User CS,navigator,3,420,0,12,5.833333333333333,70,12,0,0,0,1.0,0,21,10.571428571428571,222,20,0,1,0,20,11,0.9866666666666667
598,Alternation #4,instructor,0,420,0,6,3.0,18,4,1,0,1,0.6666666666666666,0,7,25.0,175,7,0,0,0,2,0,
599,Alternation #4,navigator,1,420,0,8,2.5,20,7,1,0,1,0.875,0,9,26.0,234,9,0,0,0,73,78,1.5072463768115942
600,Alternation #4,instructor,2,287,1,8,6.75,54,8,0,0,0,1.0,0,9,28.11111111111111,253,9,0,0,0,65,50,1.5072463768115942
601,Alternation #4,navigator,3,420,0,11,2.6363636363636362,29,11,0,0,0,1.0,0,12,31.333333333333332,376,12,0,0,0,61,50,1.3333333333333333
602,Baseline,instructor,0,384,1,12,9.583333333333334,115,12,0,0,0,1.0,0,23,10.434782608695652,240,22,0,1,0,76,57,
603,Baseline,navigator,1,268,1,6,5.0,30,5,0,1,0,1.0,0,12,14.916666666666666,179,11,0,1,0,74,23,1.0579710144927537
604,Baseline,instructor,2,211,1,4,18.0,72,4,0,0,0,1.0,0,8,5.875,47,7,0,1,0,90,100,1.0579710144927537
605,Baseline,navigator,3,255,1,8,3.875,31,8,0,0,0,1.0,0,16,12.25,196,15,0,1,0,80,61,0.64
606,Alternation #3,instructor,0,354,1,13,18.923076923076923,246,13,0,0,0,1.0,0,14,28.285714285714285,396,14,0,0,0,76,99,
607,Alternation #3,navigator,1,313,1,10,11.8,118,10,0,0,0,1.0,0,10,28.6,286,10,0,0,0,84,98,0.8695652173913043
608,Alternation #3,instructor,2,204,1,6,26.0,156,6,0,0,0,1.0,0,7,27.714285714285715,194,7,0,0,0,75,99,0.8695652173913043
609,Alternation #3,navigator,3,333,1,11,13.272727272727273,146,11,0,0,0,1.0,0,12,26.916666666666668,323,11,0,1,0,84,99,0.72
610,Short-context CS,instructor,0,187,1,7,9.714285714285714,68,7,0,0,0,0.42857142857142855,0.0,14,8.571428571428571,120,4,4,5,2,66,100,
611,Short-context CS,navigator,1,273,1,9,6.0,54,8,1,0,2,0.6666666666666666,0.5,17,12.882352941176471,219,9,5,3,7,32,87,0.9565217391304348
612,Short-context CS,instructor,2,185,1,7,11.714285714285714,82,7,0,0,0,0.5714285714285714,0.5,14,5.928571428571429,83,9,4,1,7,69,92,0.9565217391304348
613,Short-context CS,navigator,3,308,1,12,3.3333333333333335,40,10,1,1,1,0.5833333333333334,0.5454545454545454,25,12.0,300,17,7,1,12,76,77,0.9466666666666667
614,Align Last User CS,instructor,0,420,0,6,14.5,87,0,6,0,0,1.0,0,9,8.777777777777779,79,0,9,0,0,82,57,
615,Align Last User CS,navigator,1,374,1,12,2.75,33,0,12,0,0,1.0,0,21,13.19047619047619,277,0,18,3,0,100,100,0.5797101449275363
616,Align Last User CS,instructor,2,219,1,7,9.714285714285714,68,0,7,0,0,1.0,0,14,7.5,105,0,13,1,0,100,100,0.5797101449275363
617,Align Last User CS,navigator,3,301,1,12,4.75,57,12,0,0,0,1.0,0,21,11.428571428571429,240,20,0,1,0,24,74,1.24
618,Switch Last User CS,instructor,0,304,1,8,9.25,74,4,4,0,7,1.0,1.0,17,6.882352941176471,117,8,9,0,8,76,76,
619,Switch Last User CS,navigator,1,420,0,15,1.2666666666666666,19,8,7,0,11,0.9333333333333333,1.0,26,12.5,325,11,12,3,9,68,69,0.9855072463768116
620,Switch Last User CS,instructor,2,332,1,8,8.75,70,4,4,0,6,1.0,1.0,14,9.142857142857142,128,7,5,1,6,71,72,0.9855072463768116
621,Switch Last User CS,navigator,3,420,0,9,1.4444444444444444,13,5,4,0,7,0.8888888888888888,0.8571428571428571,17,12.294117647058824,209,7,10,0,8,66,59,0.9866666666666667
622,Switch Last User CS,instructor,0,420,0,8,6.0,48,8,0,0,0,0.125,0,13,8.538461538461538,111,0,12,1,0,100,100,
623,Switch Last User CS,navigator,1,420,0,9,1.8888888888888888,17,9,0,0,0,0.2222222222222222,0,17,13.411764705882353,228,0,14,3,0,100,78,0.9855072463768116
624,Switch Last User CS,instructor,2,208,1,6,7.333333333333333,44,6,0,0,0,0.16666666666666666,0,13,10.153846153846153,132,0,12,1,0,100,100,0.9855072463768116
625,Switch Last User CS,navigator,3,420,0,11,2.5454545454545454,28,11,0,0,0,0.09090909090909091,0,21,13.476190476190476,283,0,19,2,0,100,100,0.9866666666666667
626,Baseline,instructor,0,380,1,7,7.714285714285714,54,7,0,0,0,1.0,0,12,8.0,96,8,0,4,0,100,100,
627,Baseline,navigator,1,420,0,10,2.2,22,10,0,0,0,1.0,0,18,14.11111111111111,254,16,0,2,0,97,83,0.9855072463768116
628,Baseline,instructor,2,254,1,6,7.666666666666667,46,6,0,0,0,0.8333333333333334,1.0,13,5.538461538461538,72,11,1,0,1,100,100,0.9855072463768116
629,Baseline,navigator,3,420,0,10,2.0,20,10,0,0,0,1.0,0,20,11.95,239,18,0,2,0,100,100,0.9866666666666667
630,Alternation #5,instructor,0,254,1,7,7.428571428571429,52,7,0,0,0,1.0,0,13,6.923076923076923,90,11,0,1,0,88,87,
631,Alternation #5,navigator,1,404,1,10,4.1,41,10,0,0,0,1.0,0,18,13.61111111111111,245,16,0,2,0,99,67,1.0289855072463767
632,Alternation #5,instructor,2,170,1,4,13.0,52,4,0,0,0,0.75,1.0,9,10.11111111111111,91,7,1,1,1,99,88,1.0289855072463767
633,Alternation #5,navigator,3,371,1,12,3.5,42,11,0,0,0,0.9166666666666666,0,21,15.571428571428571,327,18,0,3,0,97,93,0.8266666666666667
634,Alternation #5,instructor,0,226,1,11,6.545454545454546,72,11,0,0,0,1.0,0,19,7.842105263157895,149,17,0,2,0,100,100,
635,Alternation #5,navigator,1,393,1,12,1.75,21,12,0,0,0,1.0,0,20,13.4,268,19,0,1,0,100,33,1.2463768115942029
636,Alternation #5,instructor,2,212,1,7,7.857142857142857,55,7,0,0,0,0.8571428571428571,1.0,13,8.538461538461538,111,12,1,0,1,100,100,1.2463768115942029
637,Alternation #5,navigator,3,420,0,16,1.5625,25,16,0,0,0,1.0,0,29,14.586206896551724,423,27,0,2,0,100,49,0.9866666666666667
638,RB navigator #1,instructor,0,300,0,1,1.0,1,1,0,0,0,1.0,0,3,2.3333333333333335,7,3,0,0,0,61,41,
639,RB navigator #1,instructor,1,300,0,4,13.25,53,4,0,0,0,1.0,0,8,4.625,37,8,0,0,0,61,52,
640,RB navigator #1,instructor,2,51,1,2,2.5,5,2,0,0,0,1.0,0,5,3.8,19,5,0,0,0,61,52,
641,RB navigator #1,instructor,3,261,1,6,8.0,48,6,0,0,0,1.0,0,13,4.846153846153846,63,13,0,0,0,61,52,
642,Alternation #1,instructor,0,396,1,7,8.285714285714286,58,7,0,0,0,1.0,0,8,32.125,257,8,0,0,0,100,100,
643,Alternation #1,navigator,1,420,0,17,3.5294117647058822,60,17,0,0,0,1.0,0,18,30.444444444444443,548,18,0,0,0,100,100,0.9855072463768116
644,Alternation #1,instructor,2,389,1,6,14.0,84,6,0,0,0,1.0,0,7,29.285714285714285,205,7,0,0,0,91,100,0.9855072463768116
645,Alternation #1,navigator,3,420,0,11,4.0,44,11,0,0,0,1.0,0,11,29.727272727272727,327,11,0,0,0,100,79,0.9866666666666667
646,Short-context CS,instructor,0,213,1,7,8.0,56,0,7,0,0,0.7142857142857143,0.3333333333333333,13,7.6923076923076925,100,2,8,3,3,83,86,
647,Short-context CS,navigator,1,326,1,13,3.923076923076923,51,2,9,2,2,0.8461538461538461,1.0,22,14.181818181818182,312,7,12,3,8,85,83,0.9565217391304348
648,Short-context CS,instructor,2,299,1,11,8.272727272727273,91,4,5,2,3,0.8181818181818182,0.7,21,6.380952380952381,134,11,7,3,10,77,83,0.9565217391304348
649,Short-context CS,navigator,3,375,1,10,5.8,58,4,3,3,3,0.7,0.5714285714285714,18,15.944444444444445,287,9,6,3,7,82,86,1.4
650,Alternation #1,instructor,0,420,0,9,22.22222222222222,200,9,0,0,0,1.0,0,10,34.4,344,10,0,0,0,100,91,
651,Alternation #1,navigator,1,420,0,19,3.3157894736842106,63,19,0,0,0,1.0,0,20,29.6,592,20,0,0,0,66,97,1.0
652,Alternation #1,instructor,2,200,1,8,11.875,95,7,0,1,0,1.0,0,9,20.666666666666668,186,7,0,2,0,85,93,1.0
653,Alternation #1,navigator,3,420,0,19,5.0,95,18,0,1,0,1.0,0,20,30.6,612,20,0,0,0,84,87,0.9866666666666667
654,GPT navigator #2,instructor,0,420,0,6,8.0,48,5,1,0,1,0.8333333333333334,0,7,25.857142857142858,181,7,0,0,0,72,65,
655,GPT navigator #2,instructor,1,420,0,6,7.166666666666667,43,6,0,0,0,1.0,0,7,23.0,161,7,0,0,0,34,40,
656,GPT navigator #2,instructor,2,291,1,9,5.222222222222222,47,8,1,0,1,0.8888888888888888,0,10,27.7,277,10,0,0,0,91,97,
657,RB navigator #1,instructor,0,300,0,5,7.6,38,5,0,0,0,1.0,0,8,5.625,45,8,0,0,0,33,19,
658,RB navigator #1,instructor,1,300,0,7,11.0,77,7,0,0,0,1.0,0,11,5.545454545454546,61,11,0,0,0,67,53,
659,Short-context CS,instructor,0,235,1,15,8.0,120,12,1,0,0,0.6,0.4166666666666667,25,7.76,194,16,7,2,12,80,82,
660,Short-context CS,navigator,1,420,0,19,2.0526315789473686,39,16,3,0,2,0.5789473684210527,0.6,35,8.257142857142858,289,22,11,2,16,72,82,0.9855072463768116
661,Short-context CS,instructor,2,61,1,4,8.5,34,4,0,0,0,0.75,0.0,8,6.125,49,3,2,3,2,91,100,0.9855072463768116
662,Short-context CS,navigator,3,179,1,10,1.6,16,10,0,0,0,0.6,0.3333333333333333,17,15.235294117647058,259,9,4,4,6,61,78,1.24
663,Alternation #2,instructor,0,420,0,11,6.909090909090909,76,11,0,0,0,1.0,0,12,27.083333333333332,325,12,0,0,0,83,100,
664,Alternation #2,navigator,1,420,0,11,3.3636363636363638,37,11,0,0,0,1.0,0,12,33.0,396,12,0,0,0,81,99,0.9855072463768116
665,Alternation #2,instructor,2,96,1,6,5.833333333333333,35,6,0,0,0,1.0,0,7,20.857142857142858,146,7,0,0,0,81,100,0.9855072463768116
666,Alternation #2,navigator,3,420,0,10,3.2,32,10,0,0,0,1.0,0,11,20.181818181818183,222,10,0,1,0,81,100,0.9866666666666667
667,GPT navigator #2,instructor,0,420,0,7,7.714285714285714,54,7,0,0,0,1.0,0,8,49.125,393,8,0,0,0,70,72,
668,GPT navigator #2,instructor,1,355,1,8,6.75,54,8,0,0,0,1.0,0,9,30.444444444444443,274,9,0,0,0,82,82,
669,GPT navigator #2,instructor,2,177,1,7,3.2857142857142856,23,7,0,0,0,1.0,0,8,23.375,187,8,0,0,0,100,87,
670,Align Last User CS,instructor,0,199,1,7,3.5714285714285716,25,7,0,0,0,0.8571428571428571,1.0,14,10.857142857142858,152,13,1,0,1,67,66,
671,Align Last User CS,navigator,1,420,0,4,3.5,14,4,0,0,0,0.75,3.0,3,12.333333333333334,37,2,1,0,1,66,74,0.9855072463768116
672,Align Last User CS,instructor,2,142,1,8,3.75,30,8,0,0,0,1.0,0,14,5.285714285714286,74,12,0,1,0,85,83,0.9855072463768116
673,Align Last User CS,navigator,3,420,0,16,1.8125,29,16,0,0,0,0.9375,2.0,30,12.633333333333333,379,29,1,0,1,63,73,0.9866666666666667
674,Alternation #3,instructor,0,420,0,18,9.722222222222221,175,18,0,0,0,1.0,0,17,29.176470588235293,496,17,0,0,0,84,100,
675,Alternation #3,navigator,1,263,1,13,4.769230769230769,62,5,7,1,6,0.6153846153846154,0.6666666666666666,14,25.5,357,7,5,2,4,100,91,0.7101449275362319
676,Alternation #3,instructor,2,420,0,20,5.6,112,0,17,2,0,0.9,1.0,21,26.666666666666668,560,1,20,0,1,60,55,0.7101449275362319
677,Alternation #3,navigator,3,420,0,20,4.65,93,18,0,2,0,1.0,0,21,29.095238095238095,611,20,0,1,0,61,17,1.1733333333333333
678,GPT navigator #2,instructor,0,317,1,8,5.25,42,8,0,0,0,1.0,0,9,31.22222222222222,281,9,0,0,0,85,100,
679,GPT navigator #2,instructor,1,420,0,5,3.2,16,5,0,0,0,1.0,0,5,16.6,83,5,0,0,0,61,37,
680,GPT navigator #2,instructor,2,420,0,7,4.285714285714286,30,7,0,0,0,1.0,0,8,24.375,195,8,0,0,0,63,70,
681,Alternation #2,instructor,0,420,0,0,0,0.0,0,0,0,0,0,0,1,1.0,1,1,0,0,0,21,23,
682,Alternation #2,navigator,1,420,0,3,3.0,9,3,0,0,0,1.0,0,4,20.5,82,4,0,0,0,56,65,0.9855072463768116
683,Alternation #2,instructor,2,420,0,4,4.0,16,4,0,0,0,1.0,0,4,21.5,86,4,0,0,0,53,52,0.9855072463768116
684,Alternation #2,navigator,3,420,0,7,5.0,35,7,0,0,0,1.0,0,8,30.75,246,8,0,0,0,100,58,0.96
685,Switch Last User CS,instructor,0,128,1,11,4.909090909090909,54,11,0,0,0,0.0,0,21,9.0,189,0,21,0,0,47,66,
686,Switch Last User CS,navigator,1,126,1,5,2.8,14,4,1,0,2,0.6,1.0,10,14.3,143,2,7,1,2,57,39,1.2753623188405796
687,Switch Last User CS,instructor,2,70,1,4,9.25,37,4,0,0,0,0.25,0,8,13.0,104,0,6,2,0,56,51,1.2753623188405796
688,Switch Last User CS,navigator,3,213,1,12,3.4166666666666665,41,8,1,3,2,0.75,0.4,21,11.619047619047619,244,6,9,6,5,55,44,1.0666666666666667
689,Alternation #4,instructor,0,308,1,11,9.363636363636363,103,11,0,0,0,1.0,0,12,30.083333333333332,361,11,0,1,0,71,89,
690,Alternation #4,navigator,1,420,0,14,3.0714285714285716,43,14,0,0,0,1.0,0,15,31.533333333333335,473,15,0,0,0,60,71,0.9855072463768116
691,Alternation #4,instructor,2,374,1,12,10.0,120,12,0,0,0,1.0,0,13,26.615384615384617,346,13,0,0,0,62,62,0.9855072463768116
692,Alternation #4,navigator,3,420,0,15,4.0,60,15,0,0,0,1.0,0,16,41.1875,659,15,0,1,0,61,71,0.9866666666666667
693,Align Last User CS,instructor,0,420,0,6,4.333333333333333,26,0,6,0,0,1.0,0,11,8.636363636363637,95,0,11,0,0,72,62,
694,Align Last User CS,navigator,1,420,0,8,1.25,10,0,8,0,0,1.0,0,14,15.0,210,0,12,2,0,62,75,0.9855072463768116
695,Align Last User CS,instructor,2,344,1,6,11.166666666666666,67,0,6,0,0,1.0,0,12,7.666666666666667,92,0,11,1,0,55,62,0.9855072463768116
696,Align Last User CS,navigator,3,420,0,10,1.2,12,0,9,1,0,1.0,0,20,13.95,279,0,18,2,0,71,76,0.9866666666666667
697,GPT instructor #1,navigator,0,44,1,0,0,0.0,0,0,0,0,0,0,1,1.0,1,1,0,0,0,97,98,1.2073170731707317
698,GPT instructor #1,navigator,1,412,1,7,2.5714285714285716,18,6,1,0,2,0.8571428571428571,0,8,33.875,271,8,0,0,0,73,70,2.420289855072464
699,GPT instructor #1,navigator,2,271,1,10,2.9,29,10,0,0,0,1.0,0,11,25.545454545454547,281,11,0,0,0,97,97,0.8666666666666667
700,Switch Last User CS,instructor,0,348,1,5,8.4,42,5,0,0,0,0.2,0,10,9.7,97,0,9,1,0,50,50,
701,Switch Last User CS,navigator,1,370,1,11,1.0909090909090908,12,11,0,0,0,0.18181818181818182,0,18,11.555555555555555,208,0,16,2,0,63,73,1.4202898550724639
702,Switch Last User CS,instructor,2,0,1,3,8.0,24,3,0,0,0,0.0,0,7,8.714285714285714,61,0,6,1,0,65,59,1.4202898550724639
703,Switch Last User CS,navigator,3,420,0,4,1.0,4,4,0,0,0,0.0,0,8,16.0,128,0,8,0,0,68,67,0.9866666666666667
704,Alternation #5,instructor,0,359,1,9,7.333333333333333,66,9,0,0,0,1.0,0,18,8.11111111111111,146,16,0,2,0,100,100,
705,Alternation #5,navigator,1,411,1,11,1.5454545454545454,17,11,0,0,0,1.0,0,18,14.38888888888889,259,17,0,1,0,100,100,1.0
706,Alternation #5,instructor,2,396,1,8,9.625,77,8,0,0,0,1.0,0,14,8.071428571428571,113,13,0,1,0,100,100,1.0
707,Alternation #5,navigator,3,416,1,12,1.0,12,12,0,0,0,1.0,0,23,11.434782608695652,263,20,0,3,0,100,85,1.2266666666666666
708,GPT instructor #2,navigator,0,420,0,19,1.736842105263158,33,19,0,0,0,1.0,0,20,22.9,458,20,0,0,0,85,100,0.9878048780487805
709,GPT instructor #2,navigator,1,420,0,10,1.2,12,10,0,0,0,1.0,0,11,34.54545454545455,380,11,0,0,0,58,77,0.43478260869565216
710,GPT instructor #2,navigator,2,399,1,10,1.1,11,10,0,0,0,1.0,0,11,34.54545454545455,380,11,0,0,0,70,100,0.7777777777777778
711,GPT instructor #2,navigator,0,80,1,1,1.0,1,1,0,0,0,1.0,0,2,3.0,6,2,0,0,0,67,91,1.2804878048780488
712,GPT instructor #2,navigator,1,96,1,0,0,0.0,0,0,0,0,0,0,1,1.0,1,1,0,0,0,75,66,2.101449275362319
713,GPT instructor #2,navigator,2,23,1,0,0,0.0,0,0,0,0,0,0,1,1.0,1,1,0,0,0,80,62,1.0
714,Alternation #3,instructor,0,420,0,3,33.333333333333336,100,3,0,0,0,1.0,0,4,33.0,132,4,0,0,0,98,87,
715,Alternation #3,navigator,1,420,0,7,8.428571428571429,59,7,0,0,0,1.0,0,8,33.5,268,8,0,0,0,73,36,0.782608695652174
716,Alternation #3,instructor,2,420,0,8,23.0,184,8,0,0,0,1.0,0,9,29.0,261,9,0,0,0,100,100,0.782608695652174
717,Alternation #3,navigator,3,420,0,8,6.625,53,8,0,0,0,1.0,0,9,30.77777777777778,277,9,0,0,0,82,59,0.8666666666666667
718,Short-context CS,instructor,0,171,1,7,9.571428571428571,67,7,0,0,0,0.5714285714285714,0.4,13,6.846153846153846,89,8,3,2,6,56,64,
719,Short-context CS,navigator,1,266,1,13,4.769230769230769,62,12,0,1,0,0.6153846153846154,0.5,22,12.045454545454545,265,15,5,2,9,76,84,0.9565217391304348
720,Short-context CS,instructor,2,140,1,1,95.0,95,1,0,0,0,1.0,0,3,21.666666666666668,65,1,1,1,1,88,93,0.9565217391304348
721,Short-context CS,navigator,3,184,1,13,3.4615384615384617,45,13,0,0,0,0.6153846153846154,0.5,22,13.545454545454545,298,15,5,2,10,78,95,1.04
722,Switch Last User CS,instructor,0,309,1,7,6.0,42,7,0,0,0,0.14285714285714285,0,13,10.23076923076923,133,0,11,2,0,68,72,
723,Switch Last User CS,navigator,1,420,0,9,1.4444444444444444,13,9,0,0,0,0.1111111111111111,0,12,13.25,159,0,11,1,0,69,74,0.9855072463768116
724,Switch Last User CS,instructor,2,303,1,5,4.6,23,5,0,0,0,0.4,0,9,8.777777777777779,79,0,8,1,0,61,64,0.9855072463768116
725,Switch Last User CS,navigator,3,420,0,6,1.0,6,6,0,0,0,0.3333333333333333,0,13,13.307692307692308,173,0,11,2,0,66,61,0.9866666666666667
726,Align Last User CS,instructor,0,420,0,5,11.0,55,5,0,0,0,0.8,1.0,11,9.545454545454545,105,10,1,0,1,86,86,
727,Align Last User CS,navigator,1,409,1,13,4.384615384615385,57,13,0,0,0,0.9230769230769231,1.0,23,13.521739130434783,311,21,1,1,1,76,96,1.0289855072463767
728,Align Last User CS,instructor,2,320,1,5,7.6,38,0,5,0,0,1.0,0,11,8.0,88,0,10,1,0,38,40,1.0289855072463767
729,Align Last User CS,navigator,3,420,0,15,2.6,39,14,0,1,0,1.0,0,28,11.071428571428571,310,25,0,3,0,92,90,0.9866666666666667
730,Random CS,instructor,0,215,1,10,9.5,95,5,3,2,2,0.9,0.6666666666666666,15,13.466666666666667,202,11,3,1,4,50,51,
731,Random CS,navigator,1,254,1,12,1.3333333333333333,16,8,3,1,1,0.8333333333333334,0.3333333333333333,21,12.238095238095237,257,11,7,3,3,49,22,1.9420289855072463
732,Random CS,instructor,2,109,1,6,8.0,48,5,1,0,1,0.5,0.2,12,6.166666666666667,74,5,6,1,5,50,49,1.9420289855072463
